ID	Text	Pronoun	Pronoun-offset	A	A-offset	A-coref	B	B-offset	B-coref	Book
2257-swap-2	Rose deserted most shamefully at the last moment by sending word that she would be at the station to see the traveler off, Mac was still in his room, so when Aunt Plenty came down from her farewell to him, Uncle Alec met her in the hall, as if anxious not to delay her. He was a little afraid of another tete-a-tete, as he fared so badly at the last, and had assumed a calm and cousinly air which he flattered himself would plainly show on what terms he wished to part.	he	451	Mac	123	FALSE	Uncle Alec	206	TRUE	2804-0 Rose in Bloom A Sequel to “Eight Cousins” (by Louisa May Alcott)
2258	Rose heartily echoed that last remark, but said nothing aloud, only helped her uncle off with dutiful alacrity and, when he was gone, began to count the days till his return, wishing she had decided to go too.  He wrote often, giving excellent accounts of the “great creatures,” as Steve called Phebe and Mac, and seemed to find so much to do in various ways that the second week of absence was nearly over before he set a day for his return, promising to astonish them with the account of his adventures.	he	414	Steve	282	TRUE	Mac	305	FALSE	2804-0 Rose in Bloom A Sequel to “Eight Cousins” (by Louisa May Alcott)
2258-control	Phebe heartily echoed that last remark, but said nothing aloud, only helped her uncle off with dutiful alacrity and, when he was gone, began to count the days till his return, wishing she had decided to go too.  He wrote often, giving excellent accounts of the “great creatures,” as Mac called Rose and Steve, and seemed to find so much to do in various ways that the second week of absence was nearly over before he set a day for his return, promising to astonish them with the account of his adventures.	he	414	Mac	283	TRUE	Steve	303	FALSE	2804-0 Rose in Bloom A Sequel to “Eight Cousins” (by Louisa May Alcott)
2258-swap-1	Steve heartily echoed that last remark, but said nothing aloud, only helped his aunt off with dutiful alacrity and, when she was gone, began to count the days till her return, wishing he had decided to go too.  She wrote often, giving excellent accounts of the “great creatures,” as Rose called Mac and Phebe, and seemed to find so much to do in various ways that the second week of absence was nearly over before she set a day for her return, promising to astonish them with the account of her adventures.	she	414	Rose	283	TRUE	Phebe	303	FALSE	2804-0 Rose in Bloom A Sequel to “Eight Cousins” (by Louisa May Alcott)
2258-swap-2	Mac heartily echoed that last remark, but said nothing aloud, only helped his aunt off with dutiful alacrity and, when she was gone, began to count the days till her return, wishing he had decided to go too.  She wrote often, giving excellent accounts of the “great creatures,” as Phebe called Steve and Rose, and seemed to find so much to do in various ways that the second week of absence was nearly over before she set a day for her return, promising to astonish them with the account of her adventures.	she	414	Phebe	281	TRUE	Rose	304	FALSE	2804-0 Rose in Bloom A Sequel to “Eight Cousins” (by Louisa May Alcott)
2259	Rose heartily echoed that last remark, but said nothing aloud, only helped her uncle off with dutiful alacrity and, when he was gone, began to count the days till his return, wishing she had decided to go too.  He wrote often, giving excellent accounts of the “great creatures,” as Steve called Phebe and Mac, and seemed to find so much to do in various ways that the second week of absence was nearly over before he set a day for his return, promising to astonish them with the account of his adventures.	his	431	Steve	282	TRUE	Mac	305	FALSE	2804-0 Rose in Bloom A Sequel to “Eight Cousins” (by Louisa May Alcott)
2259-control	Phebe heartily echoed that last remark, but said nothing aloud, only helped her uncle off with dutiful alacrity and, when he was gone, began to count the days till his return, wishing she had decided to go too.  He wrote often, giving excellent accounts of the “great creatures,” as Mac called Rose and Steve, and seemed to find so much to do in various ways that the second week of absence was nearly over before he set a day for his return, promising to astonish them with the account of his adventures.	his	431	Mac	283	TRUE	Steve	303	FALSE	2804-0 Rose in Bloom A Sequel to “Eight Cousins” (by Louisa May Alcott)
2259-swap-1	Steve heartily echoed that last remark, but said nothing aloud, only helped his aunt off with dutiful alacrity and, when she was gone, began to count the days till her return, wishing he had decided to go too.  She wrote often, giving excellent accounts of the “great creatures,” as Rose called Mac and Phebe, and seemed to find so much to do in various ways that the second week of absence was nearly over before she set a day for her return, promising to astonish them with the account of her adventures.	her	432	Rose	283	TRUE	Phebe	303	FALSE	2804-0 Rose in Bloom A Sequel to “Eight Cousins” (by Louisa May Alcott)
2259-swap-2	Mac heartily echoed that last remark, but said nothing aloud, only helped his aunt off with dutiful alacrity and, when she was gone, began to count the days till her return, wishing he had decided to go too.  She wrote often, giving excellent accounts of the “great creatures,” as Phebe called Steve and Rose, and seemed to find so much to do in various ways that the second week of absence was nearly over before she set a day for her return, promising to astonish them with the account of her adventures.	her	432	Phebe	281	TRUE	Rose	304	FALSE	2804-0 Rose in Bloom A Sequel to “Eight Cousins” (by Louisa May Alcott)
2260	Rose heartily echoed that last remark, but said nothing aloud, only helped her uncle off with dutiful alacrity and, when he was gone, began to count the days till his return, wishing she had decided to go too.  He wrote often, giving excellent accounts of the “great creatures,” as Steve called Phebe and Mac, and seemed to find so much to do in various ways that the second week of absence was nearly over before he set a day for his return, promising to astonish them with the account of his adventures.	his	490	Steve	282	TRUE	Mac	305	FALSE	2804-0 Rose in Bloom A Sequel to “Eight Cousins” (by Louisa May Alcott)
2260-control	Phebe heartily echoed that last remark, but said nothing aloud, only helped her uncle off with dutiful alacrity and, when he was gone, began to count the days till his return, wishing she had decided to go too.  He wrote often, giving excellent accounts of the “great creatures,” as Mac called Rose and Steve, and seemed to find so much to do in various ways that the second week of absence was nearly over before he set a day for his return, promising to astonish them with the account of his adventures.	his	490	Mac	283	TRUE	Steve	303	FALSE	2804-0 Rose in Bloom A Sequel to “Eight Cousins” (by Louisa May Alcott)
2260-swap-1	Steve heartily echoed that last remark, but said nothing aloud, only helped his aunt off with dutiful alacrity and, when she was gone, began to count the days till her return, wishing he had decided to go too.  She wrote often, giving excellent accounts of the “great creatures,” as Rose called Mac and Phebe, and seemed to find so much to do in various ways that the second week of absence was nearly over before she set a day for her return, promising to astonish them with the account of her adventures.	her	491	Rose	283	TRUE	Phebe	303	FALSE	2804-0 Rose in Bloom A Sequel to “Eight Cousins” (by Louisa May Alcott)
2260-swap-2	Mac heartily echoed that last remark, but said nothing aloud, only helped his aunt off with dutiful alacrity and, when she was gone, began to count the days till her return, wishing he had decided to go too.  She wrote often, giving excellent accounts of the “great creatures,” as Phebe called Steve and Rose, and seemed to find so much to do in various ways that the second week of absence was nearly over before she set a day for her return, promising to astonish them with the account of her adventures.	her	491	Phebe	281	TRUE	Rose	304	FALSE	2804-0 Rose in Bloom A Sequel to “Eight Cousins” (by Louisa May Alcott)
2261	Rose was going to clap her hands, but wrung them instead, remembering with a sudden pang that the battle was not over yet, and it was much too soon to award the honors.  Before she could speak Uncle Mac and Aunt Jane hurried in, for Mac's letter had come with the other, and dismay fell upon the family at the thought of danger to the well-beloved Uncle Alec.	she	177	Rose	0	TRUE	Aunt Jane	207	FALSE	2804-0 Rose in Bloom A Sequel to “Eight Cousins” (by Louisa May Alcott)
2261-control	Aunt Jane was going to clap her hands, but wrung them instead, remembering with a sudden pang that the battle was not over yet, and it was much too soon to award the honors.  Before she could speak Uncle Alec and Rose hurried in, for Uncle Alec's letter had come with the other, and dismay fell upon the family at the thought of danger to the well-beloved Uncle Mac.	she	182	Aunt Jane	0	TRUE	Rose	213	FALSE	2804-0 Rose in Bloom A Sequel to “Eight Cousins” (by Louisa May Alcott)
2261-swap-1	Uncle Alec was going to clap his hands, but wrung them instead, remembering with a sudden pang that the battle was not over yet, and it was much too soon to award the honors.  Before he could speak Aunt Jane and Uncle Mac hurried in, for Aunt Jane's letter had come with the other, and dismay fell upon the family at the thought of danger to the well-beloved Rose.	he	183	Uncle Alec	0	TRUE	Uncle Mac	212	FALSE	2804-0 Rose in Bloom A Sequel to “Eight Cousins” (by Louisa May Alcott)
2261-swap-2	Uncle Mac was going to clap his hands, but wrung them instead, remembering with a sudden pang that the battle was not over yet, and it was much too soon to award the honors.  Before he could speak Rose and Uncle Alec hurried in, for Rose's letter had come with the other, and dismay fell upon the family at the thought of danger to the well-beloved Aunt Jane.	he	182	Uncle Mac	0	TRUE	Uncle Alec	206	FALSE	2804-0 Rose in Bloom A Sequel to “Eight Cousins” (by Louisa May Alcott)
2264	Before she could speak Uncle Mac and Aunt Jane hurried in, for Mac's letter had come with the other, and dismay fell upon the family at the thought of danger to the well-beloved Uncle Alec. His brother decided to go at once, and Aunt Jane insisted on accompanying him, though all agreed that nothing could be done but wait, and leave Phebe at her post as long as she held out, since it was too late to save her from danger now and Mac reported her quite equal to the task.	she	363	Aunt Jane	229	FALSE	Phebe	334	TRUE	2804-0 Rose in Bloom A Sequel to “Eight Cousins” (by Louisa May Alcott)
2264-control	Before she could speak Uncle Alec and Phebe hurried in, for Uncle Alec's letter had come with the other, and dismay fell upon the family at the thought of danger to the well-beloved Mac. His brother decided to go at once, and Phebe insisted on accompanying him, though all agreed that nothing could be done but wait, and leave Aunt Jane at her post as long as she held out, since it was too late to save her from danger now and Uncle Alec reported her quite equal to the task.	she	360	Phebe	226	FALSE	Aunt Jane	327	TRUE	2804-0 Rose in Bloom A Sequel to “Eight Cousins” (by Louisa May Alcott)
2264-swap-1	Before he could speak Aunt Jane and Mac hurried in, for Aunt Jane's letter had come with the other, and dismay fell upon the family at the thought of danger to the well-beloved Phebe. Her sister decided to go at once, and Mac insisted on accompanying her, though all agreed that nothing could be done but wait, and leave Uncle Alec at his post as long as he held out, since it was too late to save him from danger now and Aunt Jane reported him quite equal to the task.	he	355	Mac	222	FALSE	Uncle Alec	321	TRUE	2804-0 Rose in Bloom A Sequel to “Eight Cousins” (by Louisa May Alcott)
2264-swap-2	Before he could speak Phebe and Uncle Alec hurried in, for Phebe's letter had come with the other, and dismay fell upon the family at the thought of danger to the well-beloved Aunt Jane. Her sister decided to go at once, and Uncle Alec insisted on accompanying her, though all agreed that nothing could be done but wait, and leave Mac at his post as long as he held out, since it was too late to save him from danger now and Phebe reported him quite equal to the task.	he	358	Uncle Alec	225	FALSE	Mac	331	TRUE	2804-0 Rose in Bloom A Sequel to “Eight Cousins” (by Louisa May Alcott)
2265	Before she could speak Uncle Mac and Aunt Jane hurried in, for Mac's letter had come with the other, and dismay fell upon the family at the thought of danger to the well-beloved Uncle Alec. His brother decided to go at once, and Aunt Jane insisted on accompanying him, though all agreed that nothing could be done but wait, and leave Phebe at her post as long as she held out, since it was too late to save her from danger now and Mac reported her quite equal to the task.	her	407	Aunt Jane	229	FALSE	Phebe	334	TRUE	2804-0 Rose in Bloom A Sequel to “Eight Cousins” (by Louisa May Alcott)
2265-control	Before she could speak Uncle Alec and Phebe hurried in, for Uncle Alec's letter had come with the other, and dismay fell upon the family at the thought of danger to the well-beloved Mac. His brother decided to go at once, and Phebe insisted on accompanying him, though all agreed that nothing could be done but wait, and leave Aunt Jane at her post as long as she held out, since it was too late to save her from danger now and Uncle Alec reported her quite equal to the task.	her	404	Phebe	226	FALSE	Aunt Jane	327	TRUE	2804-0 Rose in Bloom A Sequel to “Eight Cousins” (by Louisa May Alcott)
2265-swap-1	Before he could speak Aunt Jane and Mac hurried in, for Aunt Jane's letter had come with the other, and dismay fell upon the family at the thought of danger to the well-beloved Phebe. Her sister decided to go at once, and Mac insisted on accompanying her, though all agreed that nothing could be done but wait, and leave Uncle Alec at his post as long as he held out, since it was too late to save him from danger now and Aunt Jane reported him quite equal to the task.	him	398	Mac	222	FALSE	Uncle Alec	321	TRUE	2804-0 Rose in Bloom A Sequel to “Eight Cousins” (by Louisa May Alcott)
2265-swap-2	Before he could speak Phebe and Uncle Alec hurried in, for Phebe's letter had come with the other, and dismay fell upon the family at the thought of danger to the well-beloved Aunt Jane. Her sister decided to go at once, and Uncle Alec insisted on accompanying her, though all agreed that nothing could be done but wait, and leave Mac at his post as long as he held out, since it was too late to save him from danger now and Phebe reported him quite equal to the task.	him	401	Uncle Alec	225	FALSE	Mac	331	TRUE	2804-0 Rose in Bloom A Sequel to “Eight Cousins” (by Louisa May Alcott)
2266	Before she could speak Uncle Mac and Aunt Jane hurried in, for Mac's letter had come with the other, and dismay fell upon the family at the thought of danger to the well-beloved Uncle Alec. His brother decided to go at once, and Aunt Jane insisted on accompanying him, though all agreed that nothing could be done but wait, and leave Phebe at her post as long as she held out, since it was too late to save her from danger now and Mac reported her quite equal to the task.	her	444	Aunt Jane	229	FALSE	Phebe	334	TRUE	2804-0 Rose in Bloom A Sequel to “Eight Cousins” (by Louisa May Alcott)
2266-control	Before she could speak Uncle Alec and Phebe hurried in, for Uncle Alec's letter had come with the other, and dismay fell upon the family at the thought of danger to the well-beloved Mac. His brother decided to go at once, and Phebe insisted on accompanying him, though all agreed that nothing could be done but wait, and leave Aunt Jane at her post as long as she held out, since it was too late to save her from danger now and Uncle Alec reported her quite equal to the task.	her	448	Phebe	226	FALSE	Aunt Jane	327	TRUE	2804-0 Rose in Bloom A Sequel to “Eight Cousins” (by Louisa May Alcott)
2266-swap-1	Before he could speak Aunt Jane and Mac hurried in, for Aunt Jane's letter had come with the other, and dismay fell upon the family at the thought of danger to the well-beloved Phebe. Her sister decided to go at once, and Mac insisted on accompanying her, though all agreed that nothing could be done but wait, and leave Uncle Alec at his post as long as he held out, since it was too late to save him from danger now and Aunt Jane reported him quite equal to the task.	him	441	Mac	222	FALSE	Uncle Alec	321	TRUE	2804-0 Rose in Bloom A Sequel to “Eight Cousins” (by Louisa May Alcott)
2266-swap-2	Before he could speak Phebe and Uncle Alec hurried in, for Phebe's letter had come with the other, and dismay fell upon the family at the thought of danger to the well-beloved Aunt Jane. Her sister decided to go at once, and Uncle Alec insisted on accompanying her, though all agreed that nothing could be done but wait, and leave Mac at his post as long as he held out, since it was too late to save him from danger now and Phebe reported him quite equal to the task.	him	440	Uncle Alec	225	FALSE	Mac	331	TRUE	2804-0 Rose in Bloom A Sequel to “Eight Cousins” (by Louisa May Alcott)
2267	All parcels that came in the mail from distant friends were taken charge of by Aunts Janet and Olivia, not to be opened until the great day of the feast itself. How slowly the last week passed! But even watched pots will boil in the fulness of time, and finally Christmas day came, gray and dour and frost-bitten without, but full of revelry and rose-red mirth within. Uncle Roger and Aunt Olivia and the Story Girl came over early for the day; and Peter came too, with his shining, morning face, to be hailed with joy, for we had been afraid that Peter would not be able to spend Christmas with us.	his	470	Uncle Roger	369	FALSE	Peter	449	TRUE	316-0 The Golden Road (by Lucy Maud Montgomery)
2267-control	All parcels that came in the mail from distant friends were taken charge of by Aunts Aunt Olivia and Janet, not to be opened until the great day of the feast itself. How slowly the last week passed! But even watched pots will boil in the fulness of time, and finally Christmas day came, gray and dour and frost-bitten without, but full of revelry and rose-red mirth within. Peter and Janet and the Story Girl came over early for the day; and Uncle Roger came too, with his shining, morning face, to be hailed with joy, for we had been afraid that Uncle Roger would not be able to spend Christmas with us.	his	469	Peter	374	FALSE	Uncle Roger	442	TRUE	316-0 The Golden Road (by Lucy Maud Montgomery)
2267-swap-1	All parcels that came in the mail from distant friends were taken charge of by Uncles Peter and Uncle Roger, not to be opened until the great day of the feast itself. How slowly the last week passed! But even watched pots will boil in the fulness of time, and finally Christmas day came, gray and dour and frost-bitten without, but full of revelry and rose-red mirth within. Aunt Olivia and Uncle Roger and the Story Boy came over early for the day; and Janet came too, with her shining, morning face, to be hailed with joy, for we had been afraid that Janet would not be able to spend Christmas with us.	her	475	Aunt Olivia	375	FALSE	Janet	454	TRUE	316-0 The Golden Road (by Lucy Maud Montgomery)
2267-swap-2	All parcels that came in the mail from distant friends were taken charge of by Uncles Uncle Roger and Peter, not to be opened until the great day of the feast itself. How slowly the last week passed! But even watched pots will boil in the fulness of time, and finally Christmas day came, gray and dour and frost-bitten without, but full of revelry and rose-red mirth within. Janet and Peter and the Story Boy came over early for the day; and Aunt Olivia came too, with her shining, morning face, to be hailed with joy, for we had been afraid that Aunt Olivia would not be able to spend Christmas with us.	her	469	Janet	375	FALSE	Aunt Olivia	442	TRUE	316-0 The Golden Road (by Lucy Maud Montgomery)
2268	All parcels that came in the mail from distant friends were taken charge of by Aunts Janet and Olivia, not to be opened until the great day of the feast itself. How slowly the last week passed! But even watched pots will boil in the fulness of time, and finally Christmas day came, gray and dour and frost-bitten without, but full of revelry and rose-red mirth within. Uncle Roger and Aunt Olivia and the Story Girl came over early for the day; and Peter came too, with his shining, morning face, to be hailed with joy, for we had been afraid that Peter would not be able to spend Christmas with us. His mother had wanted him home with her.	His	600	Uncle Roger	369	FALSE	Peter	548	TRUE	316-0 The Golden Road (by Lucy Maud Montgomery)
2268-control	All parcels that came in the mail from distant friends were taken charge of by Aunts Aunt Olivia and Janet, not to be opened until the great day of the feast itself. How slowly the last week passed! But even watched pots will boil in the fulness of time, and finally Christmas day came, gray and dour and frost-bitten without, but full of revelry and rose-red mirth within. Peter and Janet and the Story Girl came over early for the day; and Uncle Roger came too, with his shining, morning face, to be hailed with joy, for we had been afraid that Uncle Roger would not be able to spend Christmas with us. His mother had wanted him home with her.	His	605	Peter	374	FALSE	Uncle Roger	547	TRUE	316-0 The Golden Road (by Lucy Maud Montgomery)
2268-swap-1	All parcels that came in the mail from distant friends were taken charge of by Uncles Peter and Uncle Roger, not to be opened until the great day of the feast itself. How slowly the last week passed! But even watched pots will boil in the fulness of time, and finally Christmas day came, gray and dour and frost-bitten without, but full of revelry and rose-red mirth within. Aunt Olivia and Uncle Roger and the Story Boy came over early for the day; and Janet came too, with her shining, morning face, to be hailed with joy, for we had been afraid that Janet would not be able to spend Christmas with us. Her father had wanted her home with him.	Her	605	Aunt Olivia	375	FALSE	Janet	553	TRUE	316-0 The Golden Road (by Lucy Maud Montgomery)
2268-swap-2	All parcels that came in the mail from distant friends were taken charge of by Uncles Uncle Roger and Peter, not to be opened until the great day of the feast itself. How slowly the last week passed! But even watched pots will boil in the fulness of time, and finally Christmas day came, gray and dour and frost-bitten without, but full of revelry and rose-red mirth within. Janet and Peter and the Story Boy came over early for the day; and Aunt Olivia came too, with her shining, morning face, to be hailed with joy, for we had been afraid that Aunt Olivia would not be able to spend Christmas with us. Her father had wanted her home with him.	Her	605	Janet	375	FALSE	Aunt Olivia	547	TRUE	316-0 The Golden Road (by Lucy Maud Montgomery)
2269	All parcels that came in the mail from distant friends were taken charge of by Aunts Janet and Olivia, not to be opened until the great day of the feast itself. How slowly the last week passed! But even watched pots will boil in the fulness of time, and finally Christmas day came, gray and dour and frost-bitten without, but full of revelry and rose-red mirth within. Uncle Roger and Aunt Olivia and the Story Girl came over early for the day; and Peter came too, with his shining, morning face, to be hailed with joy, for we had been afraid that Peter would not be able to spend Christmas with us. His mother had wanted him home with her.	him	622	Uncle Roger	369	FALSE	Peter	548	TRUE	316-0 The Golden Road (by Lucy Maud Montgomery)
2269-control	All parcels that came in the mail from distant friends were taken charge of by Aunts Aunt Olivia and Janet, not to be opened until the great day of the feast itself. How slowly the last week passed! But even watched pots will boil in the fulness of time, and finally Christmas day came, gray and dour and frost-bitten without, but full of revelry and rose-red mirth within. Peter and Janet and the Story Girl came over early for the day; and Uncle Roger came too, with his shining, morning face, to be hailed with joy, for we had been afraid that Uncle Roger would not be able to spend Christmas with us. His mother had wanted him home with her.	him	627	Peter	374	FALSE	Uncle Roger	547	TRUE	316-0 The Golden Road (by Lucy Maud Montgomery)
2269-swap-1	All parcels that came in the mail from distant friends were taken charge of by Uncles Peter and Uncle Roger, not to be opened until the great day of the feast itself. How slowly the last week passed! But even watched pots will boil in the fulness of time, and finally Christmas day came, gray and dour and frost-bitten without, but full of revelry and rose-red mirth within. Aunt Olivia and Uncle Roger and the Story Boy came over early for the day; and Janet came too, with her shining, morning face, to be hailed with joy, for we had been afraid that Janet would not be able to spend Christmas with us. Her father had wanted her home with him.	her	627	Aunt Olivia	375	FALSE	Janet	553	TRUE	316-0 The Golden Road (by Lucy Maud Montgomery)
2269-swap-2	All parcels that came in the mail from distant friends were taken charge of by Uncles Uncle Roger and Peter, not to be opened until the great day of the feast itself. How slowly the last week passed! But even watched pots will boil in the fulness of time, and finally Christmas day came, gray and dour and frost-bitten without, but full of revelry and rose-red mirth within. Janet and Peter and the Story Boy came over early for the day; and Aunt Olivia came too, with her shining, morning face, to be hailed with joy, for we had been afraid that Aunt Olivia would not be able to spend Christmas with us. Her father had wanted her home with him.	her	627	Janet	375	FALSE	Aunt Olivia	547	TRUE	316-0 The Golden Road (by Lucy Maud Montgomery)
2271	How sweet it must look under the shade of the elms, with the Saco rippling at the back! Was poor Rufus still lying in a darkened room, and was Stephen nursing him,--disappointed Stephen, dear, noble old Stephen?     XII. Gold and Pinchbeck   Just then Mrs Brooks groaned in the next room and called Rose, who went in to minister to her real needs, or to condole with her fancied ones, whichever course of action appeared to be the more agreeable at the moment.	her	332	Mrs Brooks	252	TRUE	Rose	299	FALSE	3492-0 Homespun Tales (by Kate Douglas Wiggin)
2271-control	How sweet it must look under the shade of the elms, with the Saco rippling at the back! Was poor Stephen still lying in a darkened room, and was Rufus nursing him,--disappointed Rufus, dear, noble old Rufus?     XII. Gold and Pinchbeck   Just then Rose groaned in the next room and called Mrs Brooks, who went in to minister to her real needs, or to condole with her fancied ones, whichever course of action appeared to be the more agreeable at the moment.	her	328	Rose	248	TRUE	Mrs Brooks	289	FALSE	3492-0 Homespun Tales (by Kate Douglas Wiggin)
2271-swap-1	How sweet it must look under the shade of the elms, with the Saco rippling at the back! Was poor Mrs Brooks still lying in a darkened room, and was Rose nursing him,--disappointed Rose, dear, noble old Rose?     XII. Gold and Pinchbeck   Just then Rufus groaned in the next room and called Stephen, who went in to minister to his real needs, or to condole with his fancied ones, whichever course of action appeared to be the more agreeable at the moment.	his	326	Rufus	248	TRUE	Stephen	290	FALSE	3492-0 Homespun Tales (by Kate Douglas Wiggin)
2271-swap-2	How sweet it must look under the shade of the elms, with the Saco rippling at the back! Was poor Rose still lying in a darkened room, and was Mrs Brooks nursing him,--disappointed Mrs Brooks, dear, noble old Mrs Brooks?     XII. Gold and Pinchbeck   Just then Stephen groaned in the next room and called Rufus, who went in to minister to his real needs, or to condole with his fancied ones, whichever course of action appeared to be the more agreeable at the moment.	his	338	Stephen	260	TRUE	Rufus	304	FALSE	3492-0 Homespun Tales (by Kate Douglas Wiggin)
2276	But in Ted she seemed to see all the faults, whims, aspirations, and fun of her own youth in a new shape. With his tawny locks always in wild confusion, his long legs and arms, loud voice, and continual activity, Ted was a prominent figure at Plumfield. He had his moods of gloom, and fell into the Slough of Despond about once a week, to be hoisted out by patient Rob or his mother, who understood when to let him alone and when to shake him up. He was her pride and joy as well as torment, being a very bright lad for his age, and so full of all sorts of budding talent, that her maternal mind was much exercised as to what this remarkable boy would become.  Demi had gone through College with honour, and Mrs Meg had set her heart on his being a minister--picturing in her fond fancy the first sermon her dignified young parson would preach, as well as the long, useful, and honoured life he was to lead.	her	724	Demi	661	FALSE	Mrs Meg	708	TRUE	3499-0 Jo's Boys (by Louisa May Alcott)
2276-control	But in Rob she seemed to see all the faults, whims, aspirations, and fun of her own youth in a new shape. With his tawny locks always in wild confusion, his long legs and arms, loud voice, and continual activity, Rob was a prominent figure at Plumfield. He had his moods of gloom, and fell into the Slough of Despond about once a week, to be hoisted out by patient Ted or his mother, who understood when to let him alone and when to shake him up. He was her pride and joy as well as torment, being a very bright lad for his age, and so full of all sorts of budding talent, that her maternal mind was much exercised as to what this remarkable boy would become.  Mrs Meg had gone through College with honour, and Demi had set her heart on his being a minister--picturing in her fond fancy the first sermon her dignified young parson would preach, as well as the long, useful, and honoured life he was to lead.	her	724	Mrs Meg	661	FALSE	Demi	711	TRUE	3499-0 Jo's Boys (by Louisa May Alcott)
2276-swap-1	But in Mrs Meg he seemed to see all the faults, whims, aspirations, and fun of his own youth in a new shape. With her tawny locks always in wild confusion, her long legs and arms, loud voice, and continual activity, Mrs Meg was a prominent figure at Plumfield. She had her moods of gloom, and fell into the Slough of Despond about once a week, to be hoisted out by patient Demi or her father, who understood when to let her alone and when to shake her up. She was his pride and joy as well as torment, being a very bright lass for her age, and so full of all sorts of budding talent, that his paternal mind was much exercised as to what this remarkable girl would become.  Rob had gone through College with honour, and Ted had set his heart on her being a minister--picturing in his fond fancy the first sermon his dignified young parson would preach, as well as the long, useful, and honoured life she was to lead.	his	731	Rob	673	FALSE	Ted	719	TRUE	3499-0 Jo's Boys (by Louisa May Alcott)
2276-swap-2	But in Demi he seemed to see all the faults, whims, aspirations, and fun of his own youth in a new shape. With her tawny locks always in wild confusion, her long legs and arms, loud voice, and continual activity, Demi was a prominent figure at Plumfield. She had her moods of gloom, and fell into the Slough of Despond about once a week, to be hoisted out by patient Mrs Meg or her father, who understood when to let her alone and when to shake her up. She was his pride and joy as well as torment, being a very bright lass for her age, and so full of all sorts of budding talent, that his paternal mind was much exercised as to what this remarkable girl would become.  Ted had gone through College with honour, and Rob had set his heart on her being a minister--picturing in his fond fancy the first sermon his dignified young parson would preach, as well as the long, useful, and honoured life she was to lead.	his	728	Ted	670	FALSE	Rob	716	TRUE	3499-0 Jo's Boys (by Louisa May Alcott)
2277	But in Ted she seemed to see all the faults, whims, aspirations, and fun of her own youth in a new shape. With his tawny locks always in wild confusion, his long legs and arms, loud voice, and continual activity, Ted was a prominent figure at Plumfield. He had his moods of gloom, and fell into the Slough of Despond about once a week, to be hoisted out by patient Rob or his mother, who understood when to let him alone and when to shake him up. He was her pride and joy as well as torment, being a very bright lad for his age, and so full of all sorts of budding talent, that her maternal mind was much exercised as to what this remarkable boy would become.  Demi had gone through College with honour, and Mrs Meg had set her heart on his being a minister--picturing in her fond fancy the first sermon her dignified young parson would preach, as well as the long, useful, and honoured life he was to lead.	her	772	Demi	661	FALSE	Mrs Meg	708	TRUE	3499-0 Jo's Boys (by Louisa May Alcott)
2277-control	But in Rob she seemed to see all the faults, whims, aspirations, and fun of her own youth in a new shape. With his tawny locks always in wild confusion, his long legs and arms, loud voice, and continual activity, Rob was a prominent figure at Plumfield. He had his moods of gloom, and fell into the Slough of Despond about once a week, to be hoisted out by patient Ted or his mother, who understood when to let him alone and when to shake him up. He was her pride and joy as well as torment, being a very bright lad for his age, and so full of all sorts of budding talent, that her maternal mind was much exercised as to what this remarkable boy would become.  Mrs Meg had gone through College with honour, and Demi had set her heart on his being a minister--picturing in her fond fancy the first sermon her dignified young parson would preach, as well as the long, useful, and honoured life he was to lead.	her	772	Mrs Meg	661	FALSE	Demi	711	TRUE	3499-0 Jo's Boys (by Louisa May Alcott)
2277-swap-1	But in Mrs Meg he seemed to see all the faults, whims, aspirations, and fun of his own youth in a new shape. With her tawny locks always in wild confusion, her long legs and arms, loud voice, and continual activity, Mrs Meg was a prominent figure at Plumfield. She had her moods of gloom, and fell into the Slough of Despond about once a week, to be hoisted out by patient Demi or her father, who understood when to let her alone and when to shake her up. She was his pride and joy as well as torment, being a very bright lass for her age, and so full of all sorts of budding talent, that his paternal mind was much exercised as to what this remarkable girl would become.  Rob had gone through College with honour, and Ted had set his heart on her being a minister--picturing in his fond fancy the first sermon his dignified young parson would preach, as well as the long, useful, and honoured life she was to lead.	his	779	Rob	673	FALSE	Ted	719	TRUE	3499-0 Jo's Boys (by Louisa May Alcott)
2277-swap-2	But in Demi he seemed to see all the faults, whims, aspirations, and fun of his own youth in a new shape. With her tawny locks always in wild confusion, her long legs and arms, loud voice, and continual activity, Demi was a prominent figure at Plumfield. She had her moods of gloom, and fell into the Slough of Despond about once a week, to be hoisted out by patient Mrs Meg or her father, who understood when to let her alone and when to shake her up. She was his pride and joy as well as torment, being a very bright lass for her age, and so full of all sorts of budding talent, that his paternal mind was much exercised as to what this remarkable girl would become.  Ted had gone through College with honour, and Rob had set his heart on her being a minister--picturing in his fond fancy the first sermon his dignified young parson would preach, as well as the long, useful, and honoured life she was to lead.	his	776	Ted	670	FALSE	Rob	716	TRUE	3499-0 Jo's Boys (by Louisa May Alcott)
